Algorithm,Encryption Time (ms),Encryption Speed (MBps),Decryption Time (ms),Decryption Speed (MBps),CPU Usage (%)
RSA,0.3056049346923828,7.1774067717272585,33.02814960479736,0.06641155965382252,5.1
ECC,0.0065326690673828125,335.7664233576642,0.0005960464477539062,3680.0,4.1
ElGamal,72.56922721862793,0.030225634360501137,402.06055641174316,0.005455523783059436,5.0
